Building,HP COP,CZ,Baseline,Base TRC,Base Benefits,Base TRC Cost,Measure Cost Component,Other TRC Cost Component,TRC Source,NTG,Benefits at NTG,Measure Cost at NTG,TRC Cost at NTG,TRC at NTG,Passes TRC 1,NTG Basis
Hotel,3.000000,8,CODE,,69189.017032,,24787.493487,,TRC Modeled,0.100000,6918.901703,2478.749349,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.214622,106377.034288,87580.358372,29329.109227,58251.249145,TRC Modeled,0.900000,95739.330860,26396.198304,84647.447449,1.131036,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.214622,106377.034288,87580.358372,29329.109227,58251.249145,TRC Modeled,1.000000,106377.034288,29329.109227,87580.358372,1.214622,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.100000,12159.615699,3673.404687,54519.716186,0.223032,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.200000,24319.231399,7346.809375,58193.120873,0.417906,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.300000,36478.847098,11020.214062,61866.525560,0.589638,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.400000,48638.462798,14693.618749,65539.930248,0.742120,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.500000,60798.078497,18367.023437,69213.334935,0.878416,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.600000,72957.694197,22040.428124,72886.739622,1.000973,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.700000,85117.309896,25713.832812,76560.144310,1.111770,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.800000,97276.925595,29387.237499,80233.548997,1.212422,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,0.900000,109436.541295,33060.642186,83906.953685,1.304261,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.388395,121596.156994,87580.358372,36734.046874,50846.311498,TRC Modeled,1.000000,121596.156994,36734.046874,87580.358372,1.388395,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.100000,10602.296489,3690.575552,78601.078188,0.134887,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.200000,21204.592978,7381.151103,82291.653740,0.257676,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.300000,31806.889467,11071.726655,85982.229291,0.369924,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.400000,42409.185957,14762.302207,89672.804843,0.472933,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.500000,53011.482446,18452.877759,93363.380395,0.567797,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.600000,63613.778935,22143.453310,97053.955947,0.655448,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.700000,74216.075424,25834.028862,100744.531498,0.736676,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.800000,84818.371913,29524.604414,104435.107050,0.812163,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,0.900000,95420.668402,33215.179966,108125.682602,0.882498,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,0.948189,106022.964892,111816.258154,36905.755517,74910.502636,TRC Modeled,1.000000,106022.964892,36905.755517,111816.258154,0.948189,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.100000,12136.383476,4622.362522,70214.995452,0.172846,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.200000,24272.766952,9244.725045,74837.357974,0.324340,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.300000,36409.150429,13867.087567,79459.720497,0.458209,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.400000,48545.533905,18489.450090,84082.083019,0.577359,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.500000,60681.917381,23111.812612,88704.445541,0.684091,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.600000,72818.300857,27734.175135,93326.808064,0.780251,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.700000,84954.684334,32356.537657,97949.170586,0.867334,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.800000,97091.067810,36978.900179,102571.533109,0.946569,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,0.900000,109227.451286,41601.262702,107193.895631,1.018971,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.085386,121363.834762,111816.258154,46223.625224,65592.632929,TRC Modeled,1.000000,121363.834762,46223.625224,111816.258154,1.085386,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.100000,,2478.749349,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.200000,,4957.498697,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.300000,,7436.248046,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.400000,,9914.997395,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.500000,,12393.746744,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.600000,,14872.496092,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.700000,,17351.245441,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.800000,,19829.994790,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,0.900000,,22308.744139,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,CODE,,,,24787.493487,,TRC Claimed,1.000000,,24787.493487,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.100000,,3346.595238,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.200000,,6693.190475,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.300000,,10039.785713,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.400000,,13386.380950,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.500000,,16732.976188,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.600000,,20079.571425,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.700000,,23426.166663,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.800000,,26772.761900,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,0.900000,,30119.357138,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,8,EXISTING,,,,33465.952375,,TRC Claimed,1.000000,,33465.952375,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.100000,,3119.089528,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.200000,,6238.179056,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.300000,,9357.268584,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.400000,,12476.358112,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.500000,,15595.447640,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.600000,,18714.537167,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.700000,,21833.626695,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.800000,,24952.716223,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,0.900000,,28071.805751,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,CODE,,,,31190.895279,,TRC Claimed,1.000000,,31190.895279,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.100000,,4211.127747,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.200000,,8422.255493,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.300000,,12633.383240,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.400000,,16844.510987,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.500000,,21055.638733,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.600000,,25266.766480,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.700000,,29477.894226,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.800000,,33689.021973,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,0.900000,,37900.149720,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,3.000000,9,EXISTING,,,,42111.277466,,TRC Claimed,1.000000,,42111.277466,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.100000,10332.085160,2932.910923,58318.425590,0.177167,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.200000,20664.170321,5865.821845,61251.336513,0.337367,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
